497	171	138	199	126	177	44	194	90
525	172	139	199	128	176	43	196	92
542	121	136	187	110	143	37	186	89
589	0	0	0	7	1	0	0	1
609	0	0	0	7	1	0	0	1
617	0	0	0	7	1	0	0	1
620	0	0	0	7	1	0	0	1
623	0	0	0	7	1	0	0	1
629	0	0	0	7	1	0	0	1
649	0	0	0	66	0	0	0	0
652	0	0	0	66	0	0	0	0
658	0	0	0	66	0	0	0	0
674	0	0	0	66	0	0	0	0
676	0	0	0	66	0	0	0	0
679	0	0	0	66	0	0	0	0
690	0	0	0	63	0	0	0	0
695	0	0	0	57	0	0	0	0
3146	0	0	1	0	0	0	0	0
3165	0	0	1	0	0	0	0	0
5775	3	4	0	0	0	0	1	4
5818	3	4	0	0	0	0	1	4
6106	1	0	1	0	0	0	0	0
7315	0	0	0	1	0	0	1	0
7341	0	1	0	1	0	0	1	0
7346	0	1	0	1	0	0	1	0
7355	0	1	0	1	0	0	1	0
38036	0	1	0	0	0	0	0	0
38042	0	1	0	0	0	0	0	0
81413	1	0	0	0	0	0	0	1
92796	0	0	0	0	0	0	1	0
126286	0	0	1	0	0	0	0	0
126288	0	0	1	0	0	0	0	0
126983	99	22	17	33	10	56	33	32
127020	99	22	17	33	10	56	33	33
127032	75	18	13	30	9	53	28	25
127677	0	0	0	0	0	1	1	0
127687	0	0	0	0	0	1	1	0
158819	0	0	0	0	0	0	1	0
219524	0	2	0	1	0	0	0	0
219528	0	2	0	1	0	0	0	0
219560	0	2	0	1	0	0	0	0
226957	1	0	0	0	0	0	0	2
227651	0	0	0	0	0	0	0	1
239135	0	0	0	0	0	0	1	0
511440	1	2	0	0	0	0	0	0
511448	1	2	0	0	0	0	0	0
511465	1	2	0	0	0	0	0	0
513647	0	0	0	0	0	0	0	1
513667	0	0	0	0	0	0	0	1
513671	0	0	0	0	0	0	0	1
516577	0	0	0	0	1	0	0	0
516596	0	0	0	0	1	0	0	0
516626	0	0	0	0	1	0	0	0
528534	1	0	0	0	0	0	1	0
528569	2	0	0	0	0	0	1	0
533879	0	0	1	0	0	0	0	0
534581	0	0	9	0	0	0	0	0
534602	0	0	9	0	0	0	0	0
534606	0	0	9	0	0	0	0	0
534613	0	0	9	0	0	0	0	0
534615	0	0	9	0	0	0	0	0
535890	27	65	149	101	50	30	67	291
535893	27	65	150	101	50	30	68	291
535897	27	65	150	101	50	30	68	291
535899	27	65	150	101	50	30	68	291
535921	26	65	149	101	50	30	68	289
535924	27	64	149	101	50	28	68	290
535958	17	61	175	60	69	45	31	105
535961	17	61	175	60	69	45	31	105
535965	17	61	175	60	69	45	31	105
535989	17	61	172	60	69	45	31	104
535992	16	61	172	60	69	45	31	105
556676	0	0	0	0	0	0	0	7
556679	0	0	0	0	0	0	0	7
559793	3	0	0	0	0	0	0	0
559795	3	0	0	0	0	0	0	0
559805	3	0	0	0	0	0	0	0
594624	0	0	0	0	0	0	0	1
594658	0	0	0	0	0	0	0	1
600056	0	0	1	0	0	0	0	0
600064	0	0	1	0	0	0	0	0
627588	0	1	0	0	0	0	0	0
647555	1	0	0	0	0	0	0	0
647591	1	0	0	0	0	0	0	0
652444	1	0	0	0	0	0	0	0
652458	1	0	0	0	0	0	0	0
652460	1	0	0	0	0	0	0	0
652520	36	81	114	82	77	56	93	73
652541	36	81	115	82	79	56	94	73
652555	36	81	115	82	79	56	94	73
652557	36	81	113	82	79	56	94	73
652569	19	71	97	57	56	51	79	48
654940	1	0	0	0	0	0	0	0
661833	0	0	1	0	0	0	0	0
694499	0	0	0	0	0	0	0	1
696211	1	0	0	0	0	0	0	0
696220	1	0	0	0	0	0	0	0
696958	1	0	0	0	0	0	0	0
696980	1	0	1	0	0	0	0	0
697748	1	0	0	0	0	0	0	0
697780	1	0	0	0	0	0	0	0
697788	1	0	0	0	0	0	0	0
702912	0	1	0	0	1	0	0	0
703239	9	12	3	4	13	10	4	36
703251	9	12	3	4	13	10	4	37
703263	9	12	3	4	13	10	4	37
703764	0	0	0	0	0	0	0	1
703784	0	0	0	0	0	0	0	1
703848	0	0	0	0	0	2	0	0
703865	0	0	0	0	0	2	0	0
703873	0	0	0	0	0	2	0	0
703875	0	0	0	0	0	2	0	0
703884	0	0	0	0	0	1	0	0
703887	0	0	0	0	0	1	0	0
704000	1	0	0	0	0	0	0	0
704002	1	0	0	0	0	0	0	0
704117	13	29	49	7	33	11	12	30
704121	13	29	49	7	33	11	12	30
704124	13	29	49	7	33	11	12	30
704127	13	29	49	7	33	11	12	30
704140	13	29	49	7	33	11	12	30
704155	11	29	49	7	33	11	12	28
704163	8	20	39	6	27	10	10	20
704395	11	25	28	11	16	5	14	20
704406	12	25	28	11	17	5	14	20
704409	12	25	28	11	17	5	14	20
704428	12	25	28	11	17	5	14	20
705252	1	0	0	0	0	0	0	0
705254	1	0	0	0	0	0	0	0
705267	1	0	0	0	0	0	0	0
714069	5	0	0	0	0	0	2	0
714083	5	0	0	0	0	0	0	0
714088	5	0	0	0	0	0	0	0
714103	3	0	0	0	0	1	0	0
714109	2	0	0	0	0	1	0	0
714123	3	0	0	0	0	1	0	0
714148	1	0	0	0	0	1	0	0
714154	1	0	0	0	0	1	0	0
